schemaname,tablename,indexname,indexdef
"public","fracas_cases","ix_fracas_cases_amo_status","CREATE INDEX ix_fracas_cases_amo_status ON public.fracas_cases USING btree (amo_id, status)"
"public","fracas_cases","ix_fracas_cases_approved_by_user_id","CREATE INDEX ix_fracas_cases_approved_by_user_id ON public.fracas_cases USING btree (approved_by_user_id)"
"public","fracas_cases","ix_fracas_cases_classification","CREATE INDEX ix_fracas_cases_classification ON public.fracas_cases USING btree (classification)"
"public","fracas_cases","ix_fracas_cases_component_id","CREATE INDEX ix_fracas_cases_component_id ON public.fracas_cases USING btree (component_id)"
"public","fracas_cases","ix_fracas_cases_created_by_user_id","CREATE INDEX ix_fracas_cases_created_by_user_id ON public.fracas_cases USING btree (created_by_user_id)"
"public","fracas_cases","ix_fracas_cases_engine_position","CREATE INDEX ix_fracas_cases_engine_position ON public.fracas_cases USING btree (engine_position)"
"public","fracas_cases","ix_fracas_cases_reliability_event_id","CREATE INDEX ix_fracas_cases_reliability_event_id ON public.fracas_cases USING btree (reliability_event_id)"
"public","fracas_cases","ix_fracas_cases_severity","CREATE INDEX ix_fracas_cases_severity ON public.fracas_cases USING btree (severity)"
"public","fracas_cases","ix_fracas_cases_status","CREATE INDEX ix_fracas_cases_status ON public.fracas_cases USING btree (status)"
"public","fracas_cases","ix_fracas_cases_task_card_id","CREATE INDEX ix_fracas_cases_task_card_id ON public.fracas_cases USING btree (task_card_id)"
"public","fracas_cases","ix_fracas_cases_updated_by_user_id","CREATE INDEX ix_fracas_cases_updated_by_user_id ON public.fracas_cases USING btree (updated_by_user_id)"
"public","fracas_cases","ix_fracas_cases_verified_by_user_id","CREATE INDEX ix_fracas_cases_verified_by_user_id ON public.fracas_cases USING btree (verified_by_user_id)"
"public","fracas_cases","ix_fracas_cases_work_order_id","CREATE INDEX ix_fracas_cases_work_order_id ON public.fracas_cases USING btree (work_order_id)"
"public","fracas_cases","pk_fracas_cases","CREATE UNIQUE INDEX pk_fracas_cases ON public.fracas_cases USING btree (id)"
"public","gl_accounts","ix_gl_accounts_amo","CREATE INDEX ix_gl_accounts_amo ON public.gl_accounts USING btree (amo_id)"
"public","gl_accounts","pk_gl_accounts","CREATE UNIQUE INDEX pk_gl_accounts ON public.gl_accounts USING btree (id)"
"public","gl_accounts","uq_gl_account_code","CREATE UNIQUE INDEX uq_gl_account_code ON public.gl_accounts USING btree (amo_id, code)"
"public","goods_receipt_lines","ix_goods_receipt_lines_receipt","CREATE INDEX ix_goods_receipt_lines_receipt ON public.goods_receipt_lines USING btree (goods_receipt_id)"
"public","goods_receipt_lines","pk_goods_receipt_lines","CREATE UNIQUE INDEX pk_goods_receipt_lines ON public.goods_receipt_lines USING btree (id)"
"public","goods_receipts","ix_goods_receipts_amo","CREATE INDEX ix_goods_receipts_amo ON public.goods_receipts USING btree (amo_id)"
"public","goods_receipts","pk_goods_receipts","CREATE UNIQUE INDEX pk_goods_receipts ON public.goods_receipts USING btree (id)"
"public","idempotency_keys","ix_idempotency_keys_scope","CREATE INDEX ix_idempotency_keys_scope ON public.idempotency_keys USING btree (scope)"
"public","idempotency_keys","pk_idempotency_keys","CREATE UNIQUE INDEX pk_idempotency_keys ON public.idempotency_keys USING btree (id)"
"public","idempotency_keys","uq_idempotency_scope_key","CREATE UNIQUE INDEX uq_idempotency_scope_key ON public.idempotency_keys USING btree (scope, key)"
"public","inspector_signoffs","ix_inspector_signoffs_task","CREATE INDEX ix_inspector_signoffs_task ON public.inspector_signoffs USING btree (amo_id, task_card_id)"
"public","inspector_signoffs","ix_inspector_signoffs_workorder","CREATE INDEX ix_inspector_signoffs_workorder ON public.inspector_signoffs USING btree (amo_id, work_order_id)"
"public","inspector_signoffs","pk_inspector_signoffs","CREATE UNIQUE INDEX pk_inspector_signoffs ON public.inspector_signoffs USING btree (id)"
"public","integration_configs","ix_integration_configs_amo_id","CREATE INDEX ix_integration_configs_amo_id ON public.integration_configs USING btree (amo_id)"
"public","integration_configs","ix_integration_configs_amo_key","CREATE INDEX ix_integration_configs_amo_key ON public.integration_configs USING btree (amo_id, integration_key)"
"public","integration_configs","ix_integration_configs_enabled","CREATE INDEX ix_integration_configs_enabled ON public.integration_configs USING btree (enabled)"
"public","integration_configs","ix_integration_configs_integration_key","CREATE INDEX ix_integration_configs_integration_key ON public.integration_configs USING btree (integration_key)"
"public","integration_configs","ix_integration_configs_status","CREATE INDEX ix_integration_configs_status ON public.integration_configs USING btree (status)"
"public","integration_configs","pk_integration_configs","CREATE UNIQUE INDEX pk_integration_configs ON public.integration_configs USING btree (id)"
"public","integration_configs","uq_integration_configs_amo_key","CREATE UNIQUE INDEX uq_integration_configs_amo_key ON public.integration_configs USING btree (amo_id, integration_key)"
"public","integration_inbound_events","ix_integration_inbound_amo_integration_received","CREATE INDEX ix_integration_inbound_amo_integration_received ON public.integration_inbound_events USING btree (amo_id, integration_id, received_at)"
"public","integration_inbound_events","ix_integration_inbound_events_amo_id","CREATE INDEX ix_integration_inbound_events_amo_id ON public.integration_inbound_events USING btree (amo_id)"
"public","integration_inbound_events","ix_integration_inbound_events_created_by_user_id","CREATE INDEX ix_integration_inbound_events_created_by_user_id ON public.integration_inbound_events USING btree (created_by_user_id)"
"public","integration_inbound_events","ix_integration_inbound_events_event_type","CREATE INDEX ix_integration_inbound_events_event_type ON public.integration_inbound_events USING btree (event_type)"
"public","integration_inbound_events","ix_integration_inbound_events_idempotency_key","CREATE INDEX ix_integration_inbound_events_idempotency_key ON public.integration_inbound_events USING btree (idempotency_key)"
"public","integration_inbound_events","ix_integration_inbound_events_integration_id","CREATE INDEX ix_integration_inbound_events_integration_id ON public.integration_inbound_events USING btree (integration_id)"
"public","integration_inbound_events","ix_integration_inbound_events_payload_hash","CREATE INDEX ix_integration_inbound_events_payload_hash ON public.integration_inbound_events USING btree (payload_hash)"
"public","integration_inbound_events","ix_integration_inbound_events_received_at","CREATE INDEX ix_integration_inbound_events_received_at ON public.integration_inbound_events USING btree (received_at)"
"public","integration_inbound_events","ix_integration_inbound_events_signature_valid","CREATE INDEX ix_integration_inbound_events_signature_valid ON public.integration_inbound_events USING btree (signature_valid)"
"public","integration_inbound_events","pk_integration_inbound_events","CREATE UNIQUE INDEX pk_integration_inbound_events ON public.integration_inbound_events USING btree (id)"
"public","integration_inbound_events","uq_integration_inbound_amo_integration_idempotency","CREATE UNIQUE INDEX uq_integration_inbound_amo_integration_idempotency ON public.integration_inbound_events USING btree (amo_id, integration_id, idempotency_key)"
"public","integration_outbound_events","ix_integration_outbound_amo_integration","CREATE INDEX ix_integration_outbound_amo_integration ON public.integration_outbound_events USING btree (amo_id, integration_id)"
"public","integration_outbound_events","ix_integration_outbound_amo_status","CREATE INDEX ix_integration_outbound_amo_status ON public.integration_outbound_events USING btree (amo_id, status)"
"public","integration_outbound_events","ix_integration_outbound_created_at","CREATE INDEX ix_integration_outbound_created_at ON public.integration_outbound_events USING btree (created_at)"
"public","integration_outbound_events","ix_integration_outbound_events_amo_id","CREATE INDEX ix_integration_outbound_events_amo_id ON public.integration_outbound_events USING btree (amo_id)"
"public","integration_outbound_events","ix_integration_outbound_events_event_type","CREATE INDEX ix_integration_outbound_events_event_type ON public.integration_outbound_events USING btree (event_type)"
"public","integration_outbound_events","ix_integration_outbound_events_idempotency_key","CREATE INDEX ix_integration_outbound_events_idempotency_key ON public.integration_outbound_events USING btree (idempotency_key)"
"public","integration_outbound_events","ix_integration_outbound_events_integration_id","CREATE INDEX ix_integration_outbound_events_integration_id ON public.integration_outbound_events USING btree (integration_id)"
"public","integration_outbound_events","ix_integration_outbound_events_status","CREATE INDEX ix_integration_outbound_events_status ON public.integration_outbound_events USING btree (status)"
"public","integration_outbound_events","ix_integration_outbound_next_attempt_at","CREATE INDEX ix_integration_outbound_next_attempt_at ON public.integration_outbound_events USING btree (next_attempt_at)"
"public","integration_outbound_events","pk_integration_outbound_events","CREATE UNIQUE INDEX pk_integration_outbound_events ON public.integration_outbound_events USING btree (id)"
"public","integration_outbound_events","uq_integration_outbound_amo_idempotency","CREATE UNIQUE INDEX uq_integration_outbound_amo_idempotency ON public.integration_outbound_events USING btree (amo_id, idempotency_key)"
"public","inventory_locations","ix_inventory_locations_amo","CREATE INDEX ix_inventory_locations_amo ON public.inventory_locations USING btree (amo_id)"
"public","inventory_locations","pk_inventory_locations","CREATE UNIQUE INDEX pk_inventory_locations ON public.inventory_locations USING btree (id)"
"public","inventory_locations","uq_inventory_location_code","CREATE UNIQUE INDEX uq_inventory_location_code ON public.inventory_locations USING btree (amo_id, code)"
"public","inventory_lots","ix_inventory_lots_part","CREATE INDEX ix_inventory_lots_part ON public.inventory_lots USING btree (part_id)"
"public","inventory_lots","pk_inventory_lots","CREATE UNIQUE INDEX pk_inventory_lots ON public.inventory_lots USING btree (id)"
"public","inventory_lots","uq_inventory_lot","CREATE UNIQUE INDEX uq_inventory_lot ON public.inventory_lots USING btree (amo_id, part_id, lot_number)"
"public","inventory_movement_ledger","ix_inventory_ledger_amo_date","CREATE INDEX ix_inventory_ledger_amo_date ON public.inventory_movement_ledger USING btree (amo_id, occurred_at)"
"public","inventory_movement_ledger","ix_inventory_ledger_part","CREATE INDEX ix_inventory_ledger_part ON public.inventory_movement_ledger USING btree (part_id, occurred_at)"
"public","inventory_movement_ledger","pk_inventory_movement_ledger","CREATE UNIQUE INDEX pk_inventory_movement_ledger ON public.inventory_movement_ledger USING btree (id)"
"public","inventory_movement_ledger","uq_inventory_ledger_idempotency","CREATE UNIQUE INDEX uq_inventory_ledger_idempotency ON public.inventory_movement_ledger USING btree (amo_id, idempotency_key)"
"public","inventory_parts","ix_inventory_parts_amo_part","CREATE INDEX ix_inventory_parts_amo_part ON public.inventory_parts USING btree (amo_id, part_number)"
"public","inventory_parts","pk_inventory_parts","CREATE UNIQUE INDEX pk_inventory_parts ON public.inventory_parts USING btree (id)"
"public","inventory_parts","uq_inventory_part_number","CREATE UNIQUE INDEX uq_inventory_part_number ON public.inventory_parts USING btree (amo_id, part_number)"
"public","inventory_serials","ix_inventory_serials_part","CREATE INDEX ix_inventory_serials_part ON public.inventory_serials USING btree (part_id)"
"public","inventory_serials","pk_inventory_serials","CREATE UNIQUE INDEX pk_inventory_serials ON public.inventory_serials USING btree (id)"
"public","inventory_serials","uq_inventory_serial","CREATE UNIQUE INDEX uq_inventory_serial ON public.inventory_serials USING btree (amo_id, part_id, serial_number)"
"public","journal_entries","ix_journal_entries_amo","CREATE INDEX ix_journal_entries_amo ON public.journal_entries USING btree (amo_id)"
"public","journal_entries","pk_journal_entries","CREATE UNIQUE INDEX pk_journal_entries ON public.journal_entries USING btree (id)"
"public","journal_lines","ix_journal_lines_entry","CREATE INDEX ix_journal_lines_entry ON public.journal_lines USING btree (journal_entry_id)"
"public","journal_lines","pk_journal_lines","CREATE UNIQUE INDEX pk_journal_lines ON public.journal_lines USING btree (id)"
"public","ledger_entries","idx_ledger_entries_amo_recorded","CREATE INDEX idx_ledger_entries_amo_recorded ON public.ledger_entries USING btree (amo_id, recorded_at)"
"public","ledger_entries","ix_ledger_entries_amo_id","CREATE INDEX ix_ledger_entries_amo_id ON public.ledger_entries USING btree (amo_id)"
"public","ledger_entries","ix_ledger_entries_entry_type","CREATE INDEX ix_ledger_entries_entry_type ON public.ledger_entries USING btree (entry_type)"
"public","ledger_entries","ix_ledger_entries_license_id","CREATE INDEX ix_ledger_entries_license_id ON public.ledger_entries USING btree (license_id)"
"public","ledger_entries","pk_ledger_entries","CREATE UNIQUE INDEX pk_ledger_entries ON public.ledger_entries USING btree (id)"
"public","ledger_entries","uq_ledger_entry_idempotent","CREATE UNIQUE INDEX uq_ledger_entry_idempotent ON public.ledger_entries USING btree (amo_id, idempotency_key)"
"public","license_entitlements","ix_license_entitlements_license_id","CREATE INDEX ix_license_entitlements_license_id ON public.license_entitlements USING btree (license_id)"
"public","license_entitlements","pk_license_entitlements","CREATE UNIQUE INDEX pk_license_entitlements ON public.license_entitlements USING btree (id)"
"public","license_entitlements","uq_license_entitlement_unique","CREATE UNIQUE INDEX uq_license_entitlement_unique ON public.license_entitlements USING btree (license_id, key)"
"public","maintenance_program_items_legacy","ix_maintenance_program_items_aircraft_template","CREATE INDEX ix_maintenance_program_items_aircraft_template ON public.maintenance_program_items_legacy USING btree (aircraft_template)"
"public","maintenance_program_items_legacy","ix_maintenance_program_items_ata_chapter","CREATE INDEX ix_maintenance_program_items_ata_chapter ON public.maintenance_program_items_legacy USING btree (ata_chapter)"
"public","maintenance_program_items_legacy","ix_maintenance_program_items_id","CREATE INDEX ix_maintenance_program_items_id ON public.maintenance_program_items_legacy USING btree (id)"
"public","maintenance_program_items_legacy","ix_maintenance_program_items_is_mandatory","CREATE INDEX ix_maintenance_program_items_is_mandatory ON public.maintenance_program_items_legacy USING btree (is_mandatory)"
"public","maintenance_program_items_legacy","ix_maintenance_program_items_task_code","CREATE INDEX ix_maintenance_program_items_task_code ON public.maintenance_program_items_legacy USING btree (task_code)"
"public","maintenance_program_items_legacy","ix_mpi_category","CREATE INDEX ix_mpi_category ON public.maintenance_program_items_legacy USING btree (category)"
"public","maintenance_program_items_legacy","ix_mpi_task_code","CREATE INDEX ix_mpi_task_code ON public.maintenance_program_items_legacy USING btree (task_code)"
"public","maintenance_program_items_legacy","ix_mpi_template_ata","CREATE INDEX ix_mpi_template_ata ON public.maintenance_program_items_legacy USING btree (aircraft_template, ata_chapter)"
"public","maintenance_program_items_legacy","pk_maintenance_program_items","CREATE UNIQUE INDEX pk_maintenance_program_items ON public.maintenance_program_items_legacy USING btree (id)"
"public","maintenance_program_items_legacy","uq_maintenance_program_item_template_ata_task","CREATE UNIQUE INDEX uq_maintenance_program_item_template_ata_task ON public.maintenance_program_items_legacy USING btree (aircraft_template, ata_chapter, task_code)"
"public","maintenance_statuses_legacy","ix_maintenance_status_aircraft_due_date","CREATE INDEX ix_maintenance_status_aircraft_due_date ON public.maintenance_statuses_legacy USING btree (aircraft_serial_number, next_due_date)"
"public","maintenance_statuses_legacy","ix_maintenance_status_program_item","CREATE INDEX ix_maintenance_status_program_item ON public.maintenance_statuses_legacy USING btree (program_item_id)"
"public","maintenance_statuses_legacy","ix_maintenance_statuses_aircraft_serial_number","CREATE INDEX ix_maintenance_statuses_aircraft_serial_number ON public.maintenance_statuses_legacy USING btree (aircraft_serial_number)"
"public","maintenance_statuses_legacy","ix_maintenance_statuses_id","CREATE INDEX ix_maintenance_statuses_id ON public.maintenance_statuses_legacy USING btree (id)"
"public","maintenance_statuses_legacy","ix_maintenance_statuses_next_due_date","CREATE INDEX ix_maintenance_statuses_next_due_date ON public.maintenance_statuses_legacy USING btree (next_due_date)"
"public","maintenance_statuses_legacy","ix_maintenance_statuses_program_item_id","CREATE INDEX ix_maintenance_statuses_program_item_id ON public.maintenance_statuses_legacy USING btree (program_item_id)"
"public","maintenance_statuses_legacy","pk_maintenance_statuses","CREATE UNIQUE INDEX pk_maintenance_statuses ON public.maintenance_statuses_legacy USING btree (id)"
"public","maintenance_statuses_legacy","uq_maintenance_status_aircraft_program_item","CREATE UNIQUE INDEX uq_maintenance_status_aircraft_program_item ON public.maintenance_statuses_legacy USING btree (aircraft_serial_number, program_item_id)"
"public","manual_audit_log","ix_manual_audit_log_tenant_id","CREATE INDEX ix_manual_audit_log_tenant_id ON public.manual_audit_log USING btree (tenant_id)"
"public","manual_audit_log","pk_manual_audit_log","CREATE UNIQUE INDEX pk_manual_audit_log ON public.manual_audit_log USING btree (id)"
"public","manual_blocks","pk_manual_blocks","CREATE UNIQUE INDEX pk_manual_blocks ON public.manual_blocks USING btree (id)"
"public","manual_reader_progress","ix_manual_reader_progress_manual_id","CREATE INDEX ix_manual_reader_progress_manual_id ON public.manual_reader_progress USING btree (manual_id)"
"public","manual_reader_progress","ix_manual_reader_progress_revision_id","CREATE INDEX ix_manual_reader_progress_revision_id ON public.manual_reader_progress USING btree (revision_id)"
"public","manual_reader_progress","ix_manual_reader_progress_tenant_id","CREATE INDEX ix_manual_reader_progress_tenant_id ON public.manual_reader_progress USING btree (tenant_id)"
"public","manual_reader_progress","ix_manual_reader_progress_user_id","CREATE INDEX ix_manual_reader_progress_user_id ON public.manual_reader_progress USING btree (user_id)"
"public","manual_reader_progress","pk_manual_reader_progress","CREATE UNIQUE INDEX pk_manual_reader_progress ON public.manual_reader_progress USING btree (id)"
"public","manual_reader_progress","uq_manual_reader_progress_revision_user","CREATE UNIQUE INDEX uq_manual_reader_progress_revision_user ON public.manual_reader_progress USING btree (revision_id, user_id)"
"public","manual_revisions","ix_manual_revisions_manual_uuid","CREATE INDEX ix_manual_revisions_manual_uuid ON public.manual_revisions USING btree (manual_uuid)"
"public","manual_revisions","ix_manual_revisions_source_sha256","CREATE INDEX ix_manual_revisions_source_sha256 ON public.manual_revisions USING btree (source_sha256)"
"public","manual_revisions","pk_manual_revisions","CREATE UNIQUE INDEX pk_manual_revisions ON public.manual_revisions USING btree (id)"
"public","manual_revisions","uq_manual_rev_number","CREATE UNIQUE INDEX uq_manual_rev_number ON public.manual_revisions USING btree (manual_id, rev_number)"
"public","manual_sections","pk_manual_sections","CREATE UNIQUE INDEX pk_manual_sections ON public.manual_sections USING btree (id)"
"public","manual_tenants","pk_manual_tenants","CREATE UNIQUE INDEX pk_manual_tenants ON public.manual_tenants USING btree (id)"
"public","manual_tenants","uq_manual_tenants_amo_id","CREATE UNIQUE INDEX uq_manual_tenants_amo_id ON public.manual_tenants USING btree (amo_id)"
"public","manual_tenants","uq_manual_tenants_slug","CREATE UNIQUE INDEX uq_manual_tenants_slug ON public.manual_tenants USING btree (slug)"
"public","manuals","pk_manuals","CREATE UNIQUE INDEX pk_manuals ON public.manuals USING btree (id)"
"public","manuals","uq_manual_code_tenant","CREATE UNIQUE INDEX uq_manual_code_tenant ON public.manuals USING btree (tenant_id, code)"
"public","message_receipts","ix_message_receipts_message_user","CREATE INDEX ix_message_receipts_message_user ON public.message_receipts USING btree (message_id, user_id)"
"public","message_receipts","pk_message_receipts","CREATE UNIQUE INDEX pk_message_receipts ON public.message_receipts USING btree (id)"
"public","message_receipts","uq_message_receipts_message_user","CREATE UNIQUE INDEX uq_message_receipts_message_user ON public.message_receipts USING btree (message_id, user_id)"
"public","module_subscriptions","ix_module_subscriptions_amo","CREATE INDEX ix_module_subscriptions_amo ON public.module_subscriptions USING btree (amo_id)"
"public","module_subscriptions","pk_module_subscriptions","CREATE UNIQUE INDEX pk_module_subscriptions ON public.module_subscriptions USING btree (id)"
"public","module_subscriptions","uq_module_subscription","CREATE UNIQUE INDEX uq_module_subscription ON public.module_subscriptions USING btree (amo_id, module_code)"
"public","oil_consumption_rates","ix_oil_consumption_rates_aircraft_serial_number","CREATE INDEX ix_oil_consumption_rates_aircraft_serial_number ON public.oil_consumption_rates USING btree (aircraft_serial_number)"
"public","oil_consumption_rates","ix_oil_consumption_rates_engine_position","CREATE INDEX ix_oil_consumption_rates_engine_position ON public.oil_consumption_rates USING btree (engine_position)"
"public","oil_consumption_rates","ix_oil_consumption_rates_window_end","CREATE INDEX ix_oil_consumption_rates_window_end ON public.oil_consumption_rates USING btree (window_end)"
"public","oil_consumption_rates","ix_oil_consumption_rates_window_start","CREATE INDEX ix_oil_consumption_rates_window_start ON public.oil_consumption_rates USING btree (window_start)"
"public","oil_consumption_rates","ix_oil_rates_aircraft_window","CREATE INDEX ix_oil_rates_aircraft_window ON public.oil_consumption_rates USING btree (aircraft_serial_number, window_start, window_end)"
"public","oil_consumption_rates","pk_oil_consumption_rates","CREATE UNIQUE INDEX pk_oil_consumption_rates ON public.oil_consumption_rates USING btree (id)"
"public","oil_uplifts","ix_oil_uplifts_aircraft_date","CREATE INDEX ix_oil_uplifts_aircraft_date ON public.oil_uplifts USING btree (aircraft_serial_number, uplift_date)"
"public","oil_uplifts","ix_oil_uplifts_aircraft_serial_number","CREATE INDEX ix_oil_uplifts_aircraft_serial_number ON public.oil_uplifts USING btree (aircraft_serial_number)"
"public","oil_uplifts","ix_oil_uplifts_engine_position","CREATE INDEX ix_oil_uplifts_engine_position ON public.oil_uplifts USING btree (engine_position)"
"public","oil_uplifts","ix_oil_uplifts_uplift_date","CREATE INDEX ix_oil_uplifts_uplift_date ON public.oil_uplifts USING btree (uplift_date)"
"public","oil_uplifts","pk_oil_uplifts","CREATE UNIQUE INDEX pk_oil_uplifts ON public.oil_uplifts USING btree (id)"
"public","part_movement_ledger","ix_part_movement_aircraft_date","CREATE INDEX ix_part_movement_aircraft_date ON public.part_movement_ledger USING btree (aircraft_serial_number, event_date)"
"public","part_movement_ledger","ix_part_movement_amo_aircraft_date","CREATE INDEX ix_part_movement_amo_aircraft_date ON public.part_movement_ledger USING btree (amo_id, aircraft_serial_number, event_date DESC)"
"public","part_movement_ledger","ix_part_movement_amo_created","CREATE INDEX ix_part_movement_amo_created ON public.part_movement_ledger USING btree (amo_id, created_at)"
"public","part_movement_ledger","ix_part_movement_amo_event_date","CREATE INDEX ix_part_movement_amo_event_date ON public.part_movement_ledger USING btree (amo_id, event_date)"
"public","part_movement_ledger","ix_part_movement_component","CREATE INDEX ix_part_movement_component ON public.part_movement_ledger USING btree (component_id, event_date)"
"public","part_movement_ledger","ix_part_movement_created_by","CREATE INDEX ix_part_movement_created_by ON public.part_movement_ledger USING btree (created_by_user_id)"
"public","part_movement_ledger","ix_part_movement_ledger_aircraft_serial_number","CREATE INDEX ix_part_movement_ledger_aircraft_serial_number ON public.part_movement_ledger USING btree (aircraft_serial_number)"
"public","part_movement_ledger","ix_part_movement_ledger_component_id","CREATE INDEX ix_part_movement_ledger_component_id ON public.part_movement_ledger USING btree (component_id)"
"public","part_movement_ledger","ix_part_movement_ledger_component_instance_id","CREATE INDEX ix_part_movement_ledger_component_instance_id ON public.part_movement_ledger USING btree (component_instance_id)"
"public","part_movement_ledger","ix_part_movement_ledger_event_date","CREATE INDEX ix_part_movement_ledger_event_date ON public.part_movement_ledger USING btree (event_date)"
"public","part_movement_ledger","ix_part_movement_ledger_event_type","CREATE INDEX ix_part_movement_ledger_event_type ON public.part_movement_ledger USING btree (event_type)"
"public","part_movement_ledger","ix_part_movement_ledger_task_card_id","CREATE INDEX ix_part_movement_ledger_task_card_id ON public.part_movement_ledger USING btree (task_card_id)"
"public","part_movement_ledger","ix_part_movement_ledger_work_order_id","CREATE INDEX ix_part_movement_ledger_work_order_id ON public.part_movement_ledger USING btree (work_order_id)"
"public","part_movement_ledger","pk_part_movement_ledger","CREATE UNIQUE INDEX pk_part_movement_ledger ON public.part_movement_ledger USING btree (id)"
"public","part_movement_ledger","uq_part_movement_idempotency","CREATE UNIQUE INDEX uq_part_movement_idempotency ON public.part_movement_ledger USING btree (amo_id, idempotency_key)"
"public","password_reset_tokens","idx_reset_tokens_user_expires","CREATE INDEX idx_reset_tokens_user_expires ON public.password_reset_tokens USING btree (user_id, expires_at)"
"public","password_reset_tokens","ix_password_reset_tokens_token_hash","CREATE INDEX ix_password_reset_tokens_token_hash ON public.password_reset_tokens USING btree (token_hash)"
"public","password_reset_tokens","ix_password_reset_tokens_user_id","CREATE INDEX ix_password_reset_tokens_user_id ON public.password_reset_tokens USING btree (user_id)"
"public","password_reset_tokens","pk_password_reset_tokens","CREATE UNIQUE INDEX pk_password_reset_tokens ON public.password_reset_tokens USING btree (id)"
"public","payment_allocations","ix_payment_allocations_payment","CREATE INDEX ix_payment_allocations_payment ON public.payment_allocations USING btree (payment_id)"
"public","payment_allocations","pk_payment_allocations","CREATE UNIQUE INDEX pk_payment_allocations ON public.payment_allocations USING btree (id)"
"public","payment_methods","ix_payment_methods_amo_id","CREATE INDEX ix_payment_methods_amo_id ON public.payment_methods USING btree (amo_id)"
"public","payment_methods","ix_payment_methods_is_default","CREATE INDEX ix_payment_methods_is_default ON public.payment_methods USING btree (is_default)"
"public","payment_methods","ix_payment_methods_provider","CREATE INDEX ix_payment_methods_provider ON public.payment_methods USING btree (provider)"
"public","payment_methods","pk_payment_methods","CREATE UNIQUE INDEX pk_payment_methods ON public.payment_methods USING btree (id)"
"public","payment_methods","uq_payment_method_external_ref","CREATE UNIQUE INDEX uq_payment_method_external_ref ON public.payment_methods USING btree (amo_id, provider, external_ref)"
"public","personnel_profiles","ix_personnel_profiles_amo_id","CREATE INDEX ix_personnel_profiles_amo_id ON public.personnel_profiles USING btree (amo_id)"
"public","personnel_profiles","ix_personnel_profiles_amo_status","CREATE INDEX ix_personnel_profiles_amo_status ON public.personnel_profiles USING btree (amo_id, status)"
"public","personnel_profiles","ix_personnel_profiles_email","CREATE INDEX ix_personnel_profiles_email ON public.personnel_profiles USING btree (email)"
"public","personnel_profiles","ix_personnel_profiles_status","CREATE INDEX ix_personnel_profiles_status ON public.personnel_profiles USING btree (status)"
"public","personnel_profiles","ix_personnel_profiles_user_id","CREATE INDEX ix_personnel_profiles_user_id ON public.personnel_profiles USING btree (user_id)"
"public","personnel_profiles","pk_personnel_profiles","CREATE UNIQUE INDEX pk_personnel_profiles ON public.personnel_profiles USING btree (id)"
"public","personnel_profiles","uq_personnel_profiles_amo_email","CREATE UNIQUE INDEX uq_personnel_profiles_amo_email ON public.personnel_profiles USING btree (amo_id, email)"
"public","personnel_profiles","uq_personnel_profiles_amo_person_id","CREATE UNIQUE INDEX uq_personnel_profiles_amo_person_id ON public.personnel_profiles USING btree (amo_id, person_id)"
"public","personnel_profiles","uq_personnel_profiles_user_id","CREATE UNIQUE INDEX uq_personnel_profiles_user_id ON public.personnel_profiles USING btree (user_id)"
"public","physical_controlled_copies","ix_physical_copy_amo_revision","CREATE INDEX ix_physical_copy_amo_revision ON public.physical_controlled_copies USING btree (amo_id, digital_revision_id)"
"public","physical_controlled_copies","ix_physical_copy_location_gist","CREATE INDEX ix_physical_copy_location_gist ON public.physical_controlled_copies USING gist (storage_location_path)"
"public","physical_controlled_copies","pk_physical_controlled_copies","CREATE UNIQUE INDEX pk_physical_controlled_copies ON public.physical_controlled_copies USING btree (id)"
"public","physical_controlled_copies","uq_physical_controlled_copy_serial","CREATE UNIQUE INDEX uq_physical_controlled_copy_serial ON public.physical_controlled_copies USING btree (amo_id, copy_serial_number)"
"public","platform_api_keys","ix_platform_api_keys_status","CREATE INDEX ix_platform_api_keys_status ON public.platform_api_keys USING btree (status)"
"public","platform_api_keys","pk_platform_api_keys","CREATE UNIQUE INDEX pk_platform_api_keys ON public.platform_api_keys USING btree (id)"
"public","platform_api_keys","uq_platform_api_keys_prefix","CREATE UNIQUE INDEX uq_platform_api_keys_prefix ON public.platform_api_keys USING btree (key_prefix)"
"public","platform_audit_log","ix_platform_audit_log_action","CREATE INDEX ix_platform_audit_log_action ON public.platform_audit_log USING btree (action, created_at)"
"public","platform_audit_log","ix_platform_audit_log_actor","CREATE INDEX ix_platform_audit_log_actor ON public.platform_audit_log USING btree (actor_user_id, created_at)"
"public","platform_audit_log","ix_platform_audit_log_tenant","CREATE INDEX ix_platform_audit_log_tenant ON public.platform_audit_log USING btree (tenant_id, created_at)"
"public","platform_audit_log","pk_platform_audit_log","CREATE UNIQUE INDEX pk_platform_audit_log ON public.platform_audit_log USING btree (id)"
"public","platform_command_job_events","ix_platform_command_job_events_job","CREATE INDEX ix_platform_command_job_events_job ON public.platform_command_job_events USING btree (job_id, created_at)"
"public","platform_command_job_events","pk_platform_command_job_events","CREATE UNIQUE INDEX pk_platform_command_job_events ON public.platform_command_job_events USING btree (id)"
"public","platform_command_jobs","ix_platform_command_jobs_actor","CREATE INDEX ix_platform_command_jobs_actor ON public.platform_command_jobs USING btree (actor_user_id)"
"public","platform_command_jobs","ix_platform_command_jobs_command","CREATE INDEX ix_platform_command_jobs_command ON public.platform_command_jobs USING btree (command_name)"
